1	0.0	0.0
1	0.01	0.0
1	0.02	0.0
1	0.03	0.0
1	0.04	0.0
1	0.05	0.0
1	0.06	0.0
1	0.07	0.0
1	0.08	0.0
1	0.09	0.0
1	0.1	0.0
1	0.11	0.0
1	0.12	0.0
1	0.13	0.0
1	0.14	0.0
1	0.15	0.0
1	0.16	0.0
1	0.17	0.0
1	0.18	0.0
1	0.19	0.0
1	0.2	0.0
1	0.21	0.0
1	0.22	0.0
1	0.23	0.0
1	0.24	0.0
1	0.25	0.0
1	0.26	0.0
1	0.27	0.0
1	0.28	0.0
1	0.29	0.0
1	0.3	0.0
1	0.31	0.0
1	0.32	0.0
1	0.33	0.0
1	0.34	0.0
1	0.35	0.0
1	0.36	0.0
1	0.37	0.0
1	0.38	1.0
1	0.39	2.0
1	0.4	1.0
1	0.41	1.0
1	0.42	3.0
1	0.43	6.0
1	0.44	4.0
1	0.45	5.0
1	0.46	7.0
1	0.47	5.0
1	0.48	4.0
1	0.49	11.0
1	0.5	8.0
1	0.51	9.0
1	0.52	6.0
1	0.53	6.0
1	0.54	6.0
1	0.55	3.0
1	0.56	9.0
1	0.57	0.0
1	0.58	1.0
1	0.59	2.0
1	0.6	0.0
1	0.61	0.0
1	0.62	0.0
1	0.63	0.0
1	0.64	0.0
1	0.65	0.0
1	0.66	0.0
1	0.67	0.0
1	0.68	0.0
1	0.69	0.0
1	0.7	0.0
1	0.71	0.0
1	0.72	0.0
1	0.73	0.0
1	0.74	0.0
1	0.75	0.0
1	0.76	0.0
1	0.77	0.0
1	0.78	0.0
1	0.79	0.0
1	0.8	0.0
1	0.81	0.0
1	0.82	0.0
1	0.83	0.0
1	0.84	0.0
1	0.85	0.0
1	0.86	0.0
1	0.87	0.0
1	0.88	0.0
1	0.89	0.0
1	0.9	0.0
1	0.91	0.0
1	0.92	0.0
1	0.93	0.0
1	0.94	0.0
1	0.95	0.0
1	0.96	0.0
1	0.97	0.0
1	0.98	0.0
1	0.99	0.0
1	1.0	0.0

2	0.0	0.0
2	0.01	0.0
2	0.02	0.0
2	0.03	0.0
2	0.04	0.0
2	0.05	0.0
2	0.06	0.0
2	0.07	0.0
2	0.08	0.0
2	0.09	0.0
2	0.1	0.0
2	0.11	0.0
2	0.12	0.0
2	0.13	0.0
2	0.14	0.0
2	0.15	0.0
2	0.16	0.0
2	0.17	0.0
2	0.18	0.0
2	0.19	0.0
2	0.2	0.0
2	0.21	0.0
2	0.22	0.0
2	0.23	0.0
2	0.24	0.0
2	0.25	0.0
2	0.26	0.0
2	0.27	0.0
2	0.28	0.0
2	0.29	0.0
2	0.3	0.0
2	0.31	0.0
2	0.32	0.0
2	0.33	0.0
2	0.34	0.0
2	0.35	0.0
2	0.36	0.0
2	0.37	1.0
2	0.38	2.0
2	0.39	3.0
2	0.4	1.0
2	0.41	2.0
2	0.42	7.0
2	0.43	2.0
2	0.44	5.0
2	0.45	1.0
2	0.46	8.0
2	0.47	7.0
2	0.48	6.0
2	0.49	5.0
2	0.5	8.0
2	0.51	5.0
2	0.52	5.0
2	0.53	10.0
2	0.54	5.0
2	0.55	5.0
2	0.56	4.0
2	0.57	3.0
2	0.58	1.0
2	0.59	2.0
2	0.6	1.0
2	0.61	1.0
2	0.62	0.0
2	0.63	0.0
2	0.64	0.0
2	0.65	0.0
2	0.66	0.0
2	0.67	0.0
2	0.68	0.0
2	0.69	0.0
2	0.7	0.0
2	0.71	0.0
2	0.72	0.0
2	0.73	0.0
2	0.74	0.0
2	0.75	0.0
2	0.76	0.0
2	0.77	0.0
2	0.78	0.0
2	0.79	0.0
2	0.8	0.0
2	0.81	0.0
2	0.82	0.0
2	0.83	0.0
2	0.84	0.0
2	0.85	0.0
2	0.86	0.0
2	0.87	0.0
2	0.88	0.0
2	0.89	0.0
2	0.9	0.0
2	0.91	0.0
2	0.92	0.0
2	0.93	0.0
2	0.94	0.0
2	0.95	0.0
2	0.96	0.0
2	0.97	0.0
2	0.98	0.0
2	0.99	0.0
2	1.0	0.0

3	0.0	0.0
3	0.01	0.0
